"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","genename","entrez"
"ENSG00000085117",3114.20548141785,1.42947650463429,0.054774623804733,26.0974225898885,3.8998582469848e-150,3.57382040844806e-148,"CD82","CD82 molecule","3732"
"ENSG00000101290",1758.73428502496,1.54280726947101,0.0591378479276344,26.0883228513642,4.946727524854e-150,4.50518629022814e-148,"CDS2","CDP-diacylglycerol synthase 2","8760"
"ENSG00000109189",2091.9060865614,1.46011820343235,0.0559766931398583,26.0843955141157,5.48121227235885e-150,4.96133778321365e-148,"USP46","ubiquitin specific peptidase 46","64854"
"ENSG00000117143",1623.79807423536,-1.69881909645385,0.0653660673344004,-25.9893116678262,6.54084648582343e-149,5.88436884462432e-147,"UAP1","UDP-N-acetylglucosamine pyrophosphorylase 1","6675"
"ENSG00000109321",3907.19054249844,7.47916568575078,0.288067503948618,25.9632398074474,1.28882642605824e-148,1.15244515697353e-146,"AREG","amphiregulin","374"
"ENSG00000113810",918.429735878976,-1.98566035842832,0.0766078877398354,-25.9197899460658,3.98507948395505e-148,3.54191944013691e-146,"SMC4","structural maintenance of chromosomes 4","10051"
"ENSG00000145386",450.26224000273,-3.10889812507266,0.120040919908217,-25.8986529547566,6.89649728883572e-148,6.09286952092708e-146,"CCNA2","cyclin A2","890"
"ENSG00000151617",710.546799779895,2.15452232893399,0.0832907838824376,25.8674757098581,1.54742484470231e-147,1.35897060468678e-145,"EDNRA","endothelin receptor type A","1909"
"ENSG00000110047",3014.55720899113,-1.20897759514725,0.0467677329196728,-25.8506778000927,2.39077662908435e-147,2.08719043701245e-145,"EHD1","EH domain containing 1","10938"
"ENSG00000151012",4009.60870282584,1.45380413992701,0.0563313182849191,25.8080972395105,7.19288029778488e-147,6.24257387726577e-145,"SLC7A11","solute carrier family 7 member 11","23657"
"ENSG00000196230",17874.1195224617,-1.0586818302789,0.0411586154534384,-25.7219981434156,6.63385196029173e-146,5.72373402468679e-144,"TUBB","tubulin beta class I","203068"
"ENSG00000100219",1292.73730450521,-1.75351824099341,0.0683097887133886,-25.670087318682,2.52317345658975e-145,2.1643547196817e-143,"XBP1","X-box binding protein 1","7494"
"ENSG00000130340",2836.38350867057,1.32523688102385,0.0516721528192918,25.647022791144,4.56407588609899e-145,3.89239165453783e-143,"SNX9","sorting nexin 9","51429"
"ENSG00000182718",28278.3402998713,-0.988251215382308,0.0385656401946681,-25.6251733510426,7.99806922800003e-145,6.78181111436278e-143,"ANXA2","annexin A2","302"
"ENSG00000158710",4951.47819637122,-1.05787565285402,0.0413543185472072,-25.5807782601089,2.49675089265142e-144,2.10497500972452e-142,"TAGLN2","transgelin 2","8407"
"ENSG00000164465",2941.35331768419,1.62321277603991,0.0634674454083233,25.5755177413685,2.85693568373526e-144,2.39495619760398e-142,"DCBLD1","discoidin, CUB and LCCL domain containing 1","285761"
"ENSG00000171241",406.777106119105,-3.16899768726314,0.124227297553712,-25.5096725894159,1.53970462145188e-143,1.28343514038989e-141,"SHCBP1","SHC binding and spindle associated 1","79801"
"ENSG00000091136",13741.7986166577,1.03363762592484,0.0405808196141013,25.4710879611131,4.12322866161842e-143,3.41764694795046e-141,"LAMB1","laminin subunit beta 1","3912"
"ENSG00000178105",1002.41705891287,1.80811839027133,0.0710165913486628,25.4605065652081,5.40062364883214e-143,4.45144141423851e-141,"DDX10","DEAD-box helicase 10","1662"
"ENSG00000116017",1240.61918348325,1.61349394133614,0.0634210243025191,25.440994671416,8.88061742422412e-143,7.2791460820557e-141,"ARID3A","AT-rich interaction domain 3A","1820"
"ENSG00000122729",2756.95550510449,-1.2641873073055,0.049955121453082,-25.3064604895983,2.71182096394758e-141,2.2105086465239e-139,"ACO1","aconitase 1","48"
"ENSG00000127955",1237.15518256482,1.61939777137647,0.0642144753399858,25.2185782536182,2.50585474849644e-140,2.0313945582042e-138,"GNAI1","G protein subunit alpha i1","2770"
"ENSG00000166833",556.856531079937,-2.37829288221885,0.0943256734040185,-25.2136326875937,2.83923123310664e-140,2.28907200072434e-138,"NAV2","neuron navigator 2","89797"
"ENSG00000050405",2131.92988407929,-1.5595041545844,0.0620491084881923,-25.1333853552653,2.14734664996659e-139,1.72184524313082e-137,"LIMA1","LIM domain and actin binding 1","51474"
"ENSG00000128965",2124.44876634206,1.40556424648424,0.0559821200993352,25.10737792692,4.13125628329246e-139,3.29473271371334e-137,"CHAC1","ChaC glutathione specific gamma-glutamylcyclotransferase 1","79094"
"ENSG00000119139",934.406871097792,-1.97322411635243,0.0786211036151958,-25.0978938938609,5.24372642244806e-139,4.15945912025799e-137,"TJP2","tight junction protein 2","9414"
"ENSG00000138764",921.332962951573,1.91563311381307,0.0764403453832773,25.0604978850888,1.34150959617641e-138,1.05842954983886e-136,"CCNG2","cyclin G2","901"
"ENSG00000169826",1948.50883733891,1.75776345280773,0.0702045117680102,25.0377562430208,2.37348380710992e-138,1.86267979202658e-136,"CSGALNACT2","chondroitin sulfate N-acetylgalactosaminyltransferase 2","55454"
"ENSG00000022840",1812.56672576679,-1.39013017854898,0.0556427615880906,-24.9831269849573,9.32629692324796e-138,7.28043305849738e-136,"RNF10","ring finger protein 10","9921"
"ENSG00000075213",5605.07446406258,1.13270774580573,0.0455250137237972,24.8809973496754,1.19488926274996e-136,9.27862956979626e-135,"SEMA3A","semaphorin 3A","10371"
"ENSG00000184117",601.648439964638,-2.19696953727633,0.088545291128342,-24.8118167468887,6.68401138783517e-136,5.16313633592252e-134,"NIPSNAP1","nipsnap homolog 1","8508"
"ENSG00000112186",594.764952135933,-2.53736074346003,0.102393456215425,-24.7804970868615,1.45499059390016e-135,1.11806933450016e-133,"CAP2","cyclase associated actin cytoskeleton regulatory protein 2","10486"
"ENSG00000112245",6125.61860488633,1.14057903778713,0.046108957674238,24.7366042374104,4.32101302615784e-135,3.30322415481517e-133,"PTP4A1","protein tyrosine phosphatase 4A1","7803"
"ENSG00000197594",381.182790486167,-3.06334361005129,0.123854621125926,-24.7333816227713,4.68015432619751e-135,3.55932973859372e-133,"ENPP1","ectonucleotide pyrophosphatase/phosphodiesterase 1","5167"
"ENSG00000172216",1647.22428540748,1.97002714131592,0.0797054373326916,24.716345675302,7.13654915790758e-135,5.39962288593684e-133,"CEBPB","CCAAT enhancer binding protein beta","1051"
"ENSG00000112893",4969.97864352219,1.16532397139474,0.0471548203527701,24.7127221072381,7.8062936357119e-135,5.87622736231089e-133,"MAN2A1","mannosidase alpha class 2A member 1","4124"
"ENSG00000095303",4934.95564410681,1.44995612065383,0.0587754222071302,24.6694292649067,2.27741200676117e-134,1.7056313069926e-132,"PTGS1","prostaglandin-endoperoxide synthase 1","5742"
"ENSG00000013810",552.986640142839,-2.54495894956265,0.1033198600915,-24.6318466489291,5.76033024228996e-134,4.29231880781546e-132,"TACC3","transforming acidic coiled-coil containing protein 3","10460"
"ENSG00000166086",1065.59139838825,-1.65755720344774,0.0674223905740279,-24.5846697118784,1.84275696281532e-133,1.36623297635061e-131,"JAM3","junctional adhesion molecule 3","83700"
"ENSG00000163110",1686.05792564461,-1.59121459286834,0.0647776273810695,-24.5642617243087,3.04531979221776e-133,2.24653241071904e-131,"PDLIM5","PDZ and LIM domain 5","10611"
"ENSG00000150471",361.934827073375,4.01054310964165,0.163786564865167,24.486398581857,2.06226406106356e-132,1.51376338094188e-130,"ADGRL3","adhesion G protein-coupled receptor L3","23284"
"ENSG00000126787",369.945435388785,-3.10771858196601,0.127266680618881,-24.4189489884831,1.07604412930604e-131,7.85938370484222e-130,"DLGAP5","DLG associated protein 5","9787"
"ENSG00000174780",2113.12662726014,-1.48883912807099,0.0610140106354522,-24.401594200495,1.64482691116295e-131,1.19545695799498e-129,"SRP72","signal recognition particle 72","6731"
"ENSG00000057608",3760.72007296674,-1.11098041988072,0.0455393831175769,-24.3960357787963,1.88415815000357e-131,1.36268967378199e-129,"GDI2","GDP dissociation inhibitor 2","2665"
"ENSG00000180801",1754.25149799141,-1.79259333192012,0.0735280592058837,-24.3797177741457,2.80698084936586e-131,2.02020465617287e-129,"ARSJ","arylsulfatase family member J","79642"
"ENSG00000130176",930.891057346889,-1.89412540596341,0.0777152673586038,-24.3726293473751,3.33738651030828e-131,2.39028158121788e-129,"CNN1","calponin 1","1264"
"ENSG00000070669",959.561594045913,-2.1388580617598,0.087871494686784,-24.3407497435171,7.26431584726566e-131,5.17766744012355e-129,"ASNS","asparagine synthetase (glutamine-hydrolyzing)","440"
"ENSG00000085832",605.654170098824,-2.08679697721731,0.0858107006219425,-24.3186101744017,1.24600769059928e-130,8.83826801302971e-129,"EPS15","epidermal growth factor receptor pathway substrate 15","2060"
"ENSG00000182871",6966.04805606542,1.04719561627751,0.0431513606011146,24.2679628565516,4.27341049283383e-130,3.01674155077848e-128,"COL18A1","collagen type XVIII alpha 1 chain","80781"
"ENSG00000183955",461.365005299309,-2.45277601863988,0.10135126424087,-24.200744184213,2.18494907934249e-129,1.53508279602948e-127,"KMT5A","lysine methyltransferase 5A","387893"
"ENSG00000137872",1248.4907971535,1.80789895932619,0.074781099371399,24.1758809983161,3.99089474614889e-129,2.79060005140667e-127,"SEMA6D","semaphorin 6D","80031"
"ENSG00000120802",815.817509505704,-1.92923573293469,0.0798965345287474,-24.14667600183,8.09179149919696e-129,5.63142885750717e-127,"TMPO","thymopoietin","7112"
"ENSG00000176619",2255.35802338392,-1.25066284647467,0.0518521047389655,-24.1198086899418,1.54924839794073e-128,1.07312727057359e-126,"LMNB2","lamin B2","84823"
"ENSG00000143248",679.495343922114,2.03805120067571,0.0845080260036236,24.1166584649406,1.67176163516728e-128,1.15257809183449e-126,"RGS5","regulator of G protein signaling 5","8490"
"ENSG00000138778",450.871623803202,-2.60090358368587,0.107886183106646,-24.1078468881865,2.06826294989935e-128,1.41930937501465e-126,"CENPE","centromere protein E","1062"
"ENSG00000136108",749.956363794828,-2.02783183744228,0.084121117984617,-24.1060970898307,2.15752941424148e-128,1.47371245267217e-126,"CKAP2","cytoskeleton associated protein 2","26586"
"ENSG00000132510",1120.05262837464,2.03191724765718,0.0843251897403999,24.0962072414252,2.7393741046652e-128,1.86252191429633e-126,"KDM6B","lysine demethylase 6B","23135"
"ENSG00000206538",1272.58071138268,-1.63652025659166,0.0679238770625417,-24.0934458892094,2.92817095352829e-128,1.9817538646035e-126,"VGLL3","vestigial like family member 3","389136"
"ENSG00000138160",450.256121980529,-2.57259579571849,0.106782845563827,-24.0918452971998,3.04349548088792e-128,2.0503987363023e-126,"KIF11","kinesin family member 11","3832"
"ENSG00000183087",7251.69353875924,-1.2849364530134,0.0533739685848988,-24.074216084748,4.65667215851786e-128,3.12293368303511e-126,"GAS6","growth arrest specific 6","2621"
"ENSG00000138685",3034.69182901513,1.52420420879553,0.0634942650784545,24.0053839021871,2.44313318992029e-127,1.63104013955131e-125,"FGF2","fibroblast growth factor 2","2247"
"ENSG00000196954",1646.04498038007,1.47071757768884,0.0612758541366683,24.0015842848732,2.67685637919503e-127,1.77902428011908e-125,"CASP4","caspase 4","837"
"ENSG00000103241",3621.65221195857,1.20921997390529,0.050570741903845,23.9114541013555,2.32800746901601e-126,1.5402431478862e-124,"FOXF1","forkhead box F1","2294"
"ENSG00000170017",5496.29709942867,-1.21291838805346,0.0507353267391948,-23.9067818423338,2.60365719467346e-126,1.71492670759876e-124,"ALCAM","activated leukocyte cell adhesion molecule","214"
"ENSG00000152578",320.281587756857,4.79254759634828,0.20058934525642,23.8923338137518,3.67966235782566e-126,2.41287726343821e-124,"GRIA4","glutamate ionotropic receptor AMPA type subunit 4","2893"
"ENSG00000077238",1496.22837370371,1.84493643111729,0.0773561322366632,23.8499053374708,1.01493274487691e-125,6.62580429996194e-124,"IL4R","interleukin 4 receptor","3566"
"ENSG00000130227",1119.09057857363,-1.53811627952378,0.0645646598443171,-23.8228821035005,1.93496363715749e-125,1.25764112346351e-123,"XPO7","exportin 7","23039"
"ENSG00000124795",1373.42152304554,-1.497270459885,0.0628971093232689,-23.8050758770099,2.95905732193029e-125,1.91482156700699e-123,"DEK","DEK proto-oncogene","7913"
"ENSG00000137807",569.129258708053,-2.41742148080743,0.101650558311388,-23.7816842422262,5.16764191085886e-125,3.32940562239352e-123,"KIF23","kinesin family member 23","9493"
"ENSG00000133657",7582.2834927043,1.11916996011509,0.0470619449342601,23.7807842765198,5.27963243408428e-125,3.38676943184693e-123,"ATP13A3","ATPase 13A3","79572"
"ENSG00000105894",2459.30427166169,1.24018258396431,0.0523204597134621,23.7035872917838,3.31128581513432e-124,2.11492255049748e-122,"PTN","pleiotrophin","5764"
"ENSG00000164050",1279.7844491408,1.6110910590942,0.0680399171084727,23.6786158414291,5.98938098266908e-124,3.80893650940947e-122,"PLXNB1","plexin B1","5364"
"ENSG00000169679",337.231679499979,-3.03236821343323,0.128306142161085,-23.6338507444652,1.73024352352642e-123,1.09562287322355e-121,"BUB1","BUB1 mitotic checkpoint serine/threonine kinase","699"
"ENSG00000026025",27065.0508484239,-0.912827155229006,0.0386345648007714,-23.6272146440946,2.02456847858679e-123,1.2765163817551e-121,"VIM","vimentin","7431"
"ENSG00000058668",11001.8331862377,-1.21109966485233,0.0512947020221235,-23.6106189744504,2.99824904892874e-123,1.8823900624636e-121,"ATP2B4","ATPase plasma membrane Ca2+ transporting 4","493"
"ENSG00000244405",708.442649750106,-1.9472699787068,0.0824915531531355,-23.6056893618178,3.36899873862894e-123,2.10619522837845e-121,"ETV5","ETS variant transcription factor 5","2119"
"ENSG00000137962",747.210466132633,-2.18043253928494,0.0923899176710919,-23.6003299304507,3.8241665875177e-123,2.38066471865975e-121,"ARHGAP29","Rho GTPase activating protein 29","9411"
"ENSG00000235162",2094.46407356622,-1.5896753312423,0.0673979767652236,-23.5863954311245,5.31583850895073e-123,3.29537316643105e-121,"C12orf75","chromosome 12 open reading frame 75","387882"
"ENSG00000180398",6314.02540084802,-0.968905072912,0.041132919181002,-23.5554658459424,1.10346175319111e-122,6.81191410317224e-121,"MCFD2","multiple coagulation factor deficiency 2, ER cargo receptor complex subunit","90411"
"ENSG00000188229",4439.01233276079,-1.17289193018338,0.0497935161206673,-23.5551136284702,1.11267137768843e-122,6.84014729433963e-121,"TUBB4B","tubulin beta 4B class IVb","10383"
"ENSG00000126247",4295.38198573447,-1.12665802001638,0.0479216952005266,-23.5103957675521,3.1930981753492e-122,1.95481205307478e-120,"CAPNS1","calpain small subunit 1","826"
"ENSG00000177283",725.828163002343,1.92278426747886,0.0818341350411856,23.4961152398221,4.4693186511508e-122,2.72480691649087e-120,"FZD8","frizzled class receptor 8","8325"
"ENSG00000106546",1554.54278579126,1.74256160809296,0.0741982441909041,23.485213526206,5.776436013236e-122,3.50722374235736e-120,"AHR","aryl hydrocarbon receptor","196"
"ENSG00000138180",359.368768496895,-3.18369269399599,0.135565738264641,-23.4844934623601,5.87512907682477e-122,3.55252681965052e-120,"CEP55","centrosomal protein 55","55165"
"ENSG00000148700",4285.82315131084,0.987803436205797,0.0420932441057972,23.4670303320659,8.85896129921837e-122,5.33490265341501e-120,"ADD3","adducin 3","120"
"ENSG00000076382",405.631109926366,-2.73533208683856,0.11659049690927,-23.4610209180871,1.0203081232196e-121,6.11936018291947e-120,"SPAG5","sperm associated antigen 5","10615"
"ENSG00000184743",1576.71654061342,-1.673011799603,0.0713119456670543,-23.460470527814,1.03359250749697e-121,6.17393678364788e-120,"ATL3","atlastin GTPase 3","25923"
"ENSG00000154380",2793.82588213183,-1.19258973686295,0.0508599229830183,-23.4485163743002,1.36878989114624e-121,8.14319598950467e-120,"ENAH","ENAH actin regulator","55740"
"ENSG00000197063",1329.11793708827,1.50802309724345,0.0643482369913496,23.435344428258,1.86500320371671e-121,1.10507057299744e-119,"MAFG","MAF bZIP transcription factor G","4097"
"ENSG00000206053",1065.6150476661,-1.55143336956977,0.0663293028086152,-23.3898639647433,5.4195587556563e-121,3.19840679523812e-119,"JPT2","Jupiter microtubule associated homolog 2","90861"
"ENSG00000102996",367.71965591051,3.29631501666739,0.140991825566645,23.3794761038062,6.91279269508693e-121,4.06340013638695e-119,"MMP15","matrix metallopeptidase 15","4324"
"ENSG00000114850",6573.62781699394,-1.22649686026017,0.052473851712685,-23.3734864171154,7.95377616534444e-121,4.65674656918619e-119,"SSR3","signal sequence receptor subunit 3","6747"
"ENSG00000006468",1084.58824621265,1.63286372457198,0.0699908947567654,23.3296592399134,2.21746633173299e-120,1.29314222365172e-118,"ETV1","ETS variant transcription factor 1","2115"
"ENSG00000144959",842.046399250896,-1.7549194764827,0.0752295058971902,-23.3275422396234,2.32993955027796e-120,1.35338299703941e-118,"NCEH1","neutral cholesterol ester hydrolase 1","57552"
"ENSG00000150636",342.248144196322,3.13690163022116,0.134608555726566,23.3038800044273,4.04934575464636e-120,2.34290381427657e-118,"CCDC102B","coiled-coil domain containing 102B","79839"
"ENSG00000139734",376.886782058311,-3.00416047367434,0.129060251774162,-23.277193654722,7.5476507274534e-120,4.3499233919081e-118,"DIAPH3","diaphanous related formin 3","81624"
"ENSG00000114796",586.82411052868,2.29706369421061,0.0986860203283239,23.2764852262599,7.67337582407518e-120,4.40517458787569e-118,"KLHL24","kelch like family member 24","54800"
